,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.8420220795248725,0.9112903225806451,0.9805585656364177,0.8307692307692308,0.8405797101449276,0.6798692956820256,0.823882143987173,0.8569908814589667,0.8900996189307605,0.7956777996070727,0.8470588235294118,0.5631558667343607
0,8,0.8182270178338105,0.8980075901328274,0.9800577256529629,0.8307692307692308,0.8115942028985507,0.6664689776469103,0.8234014625991737,0.8566634002939737,0.8899253379887737,0.7996070726915521,0.8380952380952381,0.5802456178280505
0,7,0.8192836260576188,0.8932637571157495,0.9672438881738801,0.8153846153846154,0.823529411764706,0.6440430248631759,0.8177076270646504,0.8516511867905058,0.8858860522587003,0.8094302554027505,0.8536953242835595,0.5825434060642127
0,6,0.7960082718855993,0.8814041745730551,0.9668000772605109,0.7846153846153846,0.8,0.5910196594227318,0.8209343305847474,0.8537653528268959,0.8865963750690444,0.7897838899803536,0.8377581120943952,0.5463124468189015
0,5,0.8557407011160436,0.9198292220113852,0.9839177429067267,0.8307692307692308,0.835820895522388,0.671122971611979,0.8175537069884101,0.851751586951356,0.8876802172101184,0.8055009823182712,0.8575539568345324,0.5594587398207767
0,4,0.8327076875946793,0.9041745730550285,0.9756414585153776,0.8153846153846154,0.823529411764706,0.6440430248631759,0.8216804939852089,0.855067196485107,0.888453898985005,0.793713163064833,0.8320251177394035,0.5711806022878018
0,3,0.8539625922232439,0.9184060721062618,0.9828495519892797,0.8615384615384616,0.8656716417910448,0.7330874505250168,0.814648478860744,0.8486254295532645,0.882602380245785,0.787819253438114,0.8353658536585366,0.5491613649294891
0,2,0.8785991504827766,0.9364326375711575,0.995204458334041,0.8615384615384616,0.8656716417910448,0.7330874505250168,0.8140144167865103,0.8476794258373206,0.8818853342944358,0.7858546168958742,0.829192546583851,0.5545696650755326
0,1,0.8219060602562632,0.8946869070208728,0.977142093712172,0.8153846153846154,0.823529411764706,0.6440430248631759,0.794181792783765,0.8305157686186626,0.8668497444535602,0.7779960707269156,0.8253477588871715,0.5325616575540979
0,0,0.8724136741495659,0.9307400379506642,0.9907800046431069,0.8307692307692308,0.8405797101449276,0.6798692956820256,0.8350005803887668,0.8664375715922108,0.8978745627956548,0.8153241650294696,0.8554396423248882,0.6036098461905538
