,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.8418152463321967,0.9127134724857685,0.9836116986393403,0.8615384615384616,0.8421052631578947,0.7293434095003924,0.873926203612973,0.9088855421686748,0.9438448807243766,0.8581818181818182,0.7483870967741936,0.653529861111839
0,8,0.837189371279139,0.905123339658444,0.9732629153639977,0.8307692307692308,0.8070175438596492,0.6664689776469103,0.8732992545496727,0.9077462941099304,0.942193333670188,0.850909090909091,0.7248322147651006,0.623405778165817
0,7,0.7665153285674161,0.8633776091081594,0.9626515931669256,0.8307692307692308,0.8070175438596492,0.6981799174515237,0.8670143044179073,0.9026712134129015,0.9383281224078956,0.8472727272727273,0.7058823529411765,0.6015633852774575
0,6,0.8441230063845527,0.909867172675522,0.9756113389664912,0.8307692307692308,0.7999999999999999,0.6736064872728633,0.889979185707115,0.9223477208551836,0.9547162560032522,0.8727272727272727,0.7323943661971832,0.6597606766674362
0,5,0.7762784835904266,0.8633776091081594,0.9504767346258922,0.8153846153846154,0.7857142857142856,0.6380004639734681,0.8817637212126458,0.9162484741624848,0.9507332271123238,0.8654545454545455,0.7397260273972603,0.6456666214566662
0,4,0.8368277015648112,0.905123339658444,0.9760591847495189,0.8153846153846154,0.7796610169491526,0.6576402802678499,0.8318819699026803,0.8741666666666666,0.916451363430653,0.8472727272727273,0.7000000000000001,0.6115223427080054
0,3,0.7546669713800611,0.8500948766603417,0.9514044593258116,0.8153846153846154,0.7647058823529411,0.6730642077617751,0.8630395413598069,0.9018898881866795,0.9408609691042508,0.8472727272727273,0.7341772151898734,0.6370809249534448
0,2,0.85231680751952,0.9222011385199239,0.9920854695203278,0.8461538461538461,0.8275862068965517,0.695255305202411,0.8585619223873835,0.8967855689678557,0.9350092155483278,0.8581818181818182,0.7310344827586207,0.6347722457616853
0,1,0.8019533308750387,0.8851992409867172,0.9684451510983957,0.8307692307692308,0.7999999999999999,0.6981799174515237,0.8723901657367187,0.9115241102181401,0.9506580546995614,0.8836363636363637,0.7377049180327869,0.669203220727051
0,0,0.8544222145307729,0.9174573055028464,0.9804923964749199,0.8307692307692308,0.7999999999999999,0.6736064872728633,0.9103711345142081,0.9386534300623647,0.9669357256105212,0.8763636363636363,0.7901234567901234,0.7024945908107421
