,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.6870084711720952,0.8036053130929791,0.920202155013863,0.7230769230769231,0.6399999999999999,0.46989467136309687,0.7997654633391291,0.846511044176707,0.8932566250142848,0.7854545454545454,0.6775956284153004,0.5239614895870507
0,8,0.7472734838973956,0.8425047438330172,0.9377360037686389,0.7076923076923077,0.5957446808510638,0.4554303873291977,0.6792915407923285,0.747146792601338,0.8150020444103475,0.7709090909090909,0.5714285714285713,0.41646336503628284
0,7,0.7658425532190515,0.8567362428842505,0.9476299325494496,0.8,0.7547169811320754,0.6189030193839953,0.7262719854261,0.7870843989769822,0.8478968125278644,0.7490909090909091,0.5660377358490567,0.40300541284331387
0,6,0.6004416125911817,0.7125237191650854,0.8246058257389891,0.5384615384615384,0.6428571428571428,0.1367946647491926,0.7161939603986832,0.772892295280355,0.8295906301620267,0.41818181818181815,0.4771241830065359,0.23864532054359
0,5,0.6711745731376498,0.7827324478178367,0.8942903224980235,0.6923076923076923,0.6666666666666667,0.38227316990966415,0.6677865050406074,0.7286721822867217,0.789557859532836,0.64,0.5352112676056339,0.32675838286123793
0,4,0.759188794674247,0.8529411764705882,0.9466935582669294,0.7538461538461538,0.6923076923076923,0.5259095615701296,0.7776767517590836,0.8280128205128204,0.8783488892665573,0.7781818181818182,0.6514285714285715,0.4944042286535799
0,3,0.6484695477939114,0.7675521821631878,0.8866348165324641,0.5538461538461539,0.2564102564102564,0.11106775622528142,0.7102922641078091,0.7652224112785608,0.8201525584493126,0.6981818181818182,0.4275862068965518,0.2453892618524991
0,2,0.7202976545637642,0.8263757115749525,0.9324537685861408,0.7692307692307693,0.7058823529411764,0.564704344997556,0.671957011239746,0.7328088973280891,0.7936607834164321,0.6909090909090909,0.4848484848484848,0.27188978346551657
0,1,0.5679904396680915,0.7106261859582544,0.8532619322484174,0.676923076923077,0.5116279069767442,0.4189336607944023,0.516415973766869,0.6140212399540759,0.7116265061412828,0.7927272727272727,0.42424242424242425,0.3488020703941293
0,0,0.5794850509216334,0.7106261859582544,0.8417673209948755,0.5230769230769231,0.20512820512820512,0.01730926071043347,0.737302795753637,0.7916189385261551,0.8459350812986731,0.7272727272727273,0.5098039215686274,0.32286247687682895
