,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.8481956300087378,0.9184060721062618,0.9886165142037858,0.8769230769230769,0.8571428571428571,0.7646265102582785,0.8258367810902247,0.8583991035759526,0.8909614260616805,0.7917485265225933,0.8350983358547655,0.563583673890082
0,8,0.8507739523879765,0.9146110056925995,0.9791378358700199,0.8615384615384616,0.8656716417910448,0.7330874505250168,0.8299793963760799,0.8621614088017315,0.8943434212273832,0.8074656188605108,0.8463949843260188,0.5887481645849367
0,7,0.8547837624057061,0.9193548387096774,0.9857769778518164,0.8307692307692308,0.8378378378378378,0.6829965359545062,0.8282790668120165,0.8609337007618739,0.8935883347117314,0.7956777996070727,0.8438438438438438,0.5672202428468559
0,6,0.8208047348869143,0.8994307400379505,0.9780567451889868,0.8461538461538461,0.8484848484848486,0.6986704641369245,0.8255729713802781,0.8580663997330663,0.8905598280858545,0.8055009823182712,0.8506787330316742,0.5734202096342468
0,5,0.8905117134054182,0.9430740037950663,0.9956362941847144,0.8615384615384616,0.8695652173913043,0.7423749593585909,0.8094130231618858,0.8439272605939273,0.8784414980259688,0.7917485265225933,0.8389955686853767,0.5600276347539667
0,4,0.8921574603046079,0.9440227703984819,0.995888080492356,0.8769230769230769,0.8709677419354839,0.7540600433878911,0.8125704755900782,0.8462000343112025,0.8798295930323268,0.7996070726915521,0.8468468468468469,0.5571883952160069
0,3,0.8479191884933082,0.9146110056925995,0.9864204565081598,0.8461538461538461,0.84375,0.6938391742500528,0.8084983833577214,0.8442340231680332,0.879969662978345,0.7996070726915521,0.8425925925925926,0.5774698605283591
0,2,0.8612885566095118,0.9236242884250475,0.9859600202405833,0.8461538461538461,0.8571428571428572,0.716768523129696,0.8384299707290293,0.8693763447871161,0.900322718845203,0.8133595284872298,0.8517940717628705,0.6013765025036627
0,1,0.7925873486426056,0.8757115749525616,0.9603457755058236,0.8307692307692308,0.8405797101449276,0.6798692956820256,0.8332964582579857,0.864967637540453,0.8966388168229203,0.7956777996070727,0.8370044052863437,0.5689854557616871
0,0,0.8765294064040954,0.9354838709677419,0.9944383355313884,0.8307692307692308,0.8405797101449276,0.6829965359545062,0.8160614296668609,0.8491418674224531,0.8822223051780453,0.7740667976424361,0.8092868988391376,0.5355045287744366
