,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.7070049206857306,0.810246679316888,0.9134884379480454,0.7076923076923077,0.7164179104477612,0.42326505595982766,0.7690754999934688,0.8073343745932577,0.8455932491930467,0.7013752455795678,0.7216117216117216,0.4335316576389734
0,8,0.7611547346098512,0.8529411764705882,0.9447276183313252,0.7846153846153846,0.7741935483870968,0.5683111954459203,0.7655797649905054,0.8032046684488492,0.840829571907193,0.6994106090373281,0.7074569789674952,0.4581501009636271
0,7,0.6790958321460023,0.7884250474383302,0.8977542627306581,0.6461538461538462,0.6229508196721313,0.28992447831532236,0.7967729112229328,0.8319684410266653,0.8671639708303979,0.6836935166994106,0.7001862197392923,0.431435548665899
0,6,0.6695176672629415,0.7817836812144211,0.8940496951659007,0.7230769230769231,0.7272727272727272,0.45152172852386274,0.7781751435302889,0.8161769528431824,0.8541787621560758,0.7111984282907662,0.7332123411978222,0.45571820794407186
0,5,0.7729544934886433,0.8614800759013282,0.9500056583140132,0.7538461538461538,0.7500000000000001,0.5090049679949158,0.7720942022400703,0.8107078039927405,0.8493214057454106,0.7210216110019646,0.7517482517482518,0.45851442881640847
0,4,0.6570910862275996,0.7703984819734345,0.8837058777192695,0.7230769230769231,0.7272727272727272,0.45152172852386274,0.8021773860439061,0.8369495339119253,0.8717216817799445,0.7367387033398821,0.7452471482889733,0.5142066725308215
0,3,0.7430582844424201,0.8377609108159393,0.9324635371894585,0.7076923076923077,0.6984126984126984,0.4151660632807693,0.7773105361668555,0.8139936143451478,0.8506766925234401,0.6954813359528488,0.7013487475915223,0.4409543451519397
0,2,0.7279008039150904,0.8263757115749525,0.9248506192348146,0.7076923076923077,0.7164179104477612,0.42326505595982766,0.8040327532732091,0.838487094301048,0.8729414353288868,0.7210216110019646,0.727969348659004,0.47823508180321933
0,1,0.7992044365623705,0.8814041745730551,0.9636039125837397,0.7692307692307693,0.7619047619047619,0.5383888674508607,0.768136936738731,0.8054209472119919,0.8427049576852528,0.7033398821218074,0.7166979362101312,0.44389069642357654
0,0,0.7338761359691691,0.8368121442125237,0.9397481524558783,0.7846153846153846,0.7812499999999999,0.5706163700799615,0.7944142420231478,0.8297455017020586,0.8650767613809695,0.7170923379174853,0.7283018867924528,0.4796107486956913
