,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.7559627986012363,0.8519924098671726,0.9491598929028987,0.8,0.7547169811320754,0.6189030193839953,0.842773432428989,0.883070432868672,0.923367433308355,0.8290909090909091,0.6913580246913581,0.5875488241443452
0,8,0.8578578985418566,0.9222011385199239,0.9880239455872728,0.8461538461538461,0.8387096774193549,0.6916508538899431,0.8973737287554343,0.9287766830870279,0.9629351130538123,0.8981818181818182,0.7945205479452055,0.7277700796575498
0,7,0.7703236318716903,0.864326375711575,0.9583291195514597,0.8461538461538461,0.8387096774193549,0.6916508538899431,0.846840267160184,0.8877738423192969,0.9289837176874384,0.8472727272727273,0.7169811320754716,0.6026410440613038
0,6,0.8297399537526129,0.9003795066413661,0.9710190595301194,0.7846153846153846,0.7586206896551724,0.6232502388407515,0.883168117332485,0.9167307692307692,0.9502934211290535,0.8581818181818182,0.7349397590361445,0.6424549084433279
0,5,0.7751338728963617,0.8681214421252371,0.964192509230669,0.8153846153846154,0.7692307692307692,0.6576402802678499,0.8871410817163402,0.9187030673284969,0.9502650529406537,0.8654545454545455,0.7672955974842767,0.6729508084283271
0,4,0.7910856240924059,0.8776091081593927,0.9731269667745492,0.8153846153846154,0.7931034482758621,0.6327496415258457,0.8607546641229364,0.8972517381608291,0.9347011204593626,0.8436363636363636,0.6950354609929078,0.5956683589371375
0,3,0.7894756595913777,0.8766603415559772,0.9732783685980971,0.8153846153846154,0.7777777777777777,0.6576402802678499,0.8459182858492922,0.8886265249901613,0.9313347641310303,0.850909090909091,0.7042253521126761,0.6091753373888563
0,2,0.8154143980392623,0.8946869070208728,0.9757776382955107,0.8153846153846154,0.8059701492537312,0.6576402802678499,0.8564636332271393,0.8960268014576229,0.9355899696881066,0.8472727272727273,0.7514450867052023,0.6569239222283815
0,1,0.8327754899345722,0.9032258064516129,0.9788125631349248,0.8461538461538461,0.8275862068965517,0.695255305202411,0.8772934463696411,0.9126328217237307,0.9479721970778203,0.8654545454545455,0.7417218543046358,0.6546066491510271
0,0,0.8180522274162229,0.8956356736242884,0.973219119832354,0.8307692307692308,0.7924528301886793,0.6839979971509204,0.8538962631544826,0.894140783941408,0.935860441611662,0.8618181818181818,0.732394366197183,0.6398179112933778
