,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.844268754884896,0.9146110056925995,0.9849532565003029,0.7076923076923077,0.7532467532467533,0.4782298318307349,0.785427526421278,0.8228914628914631,0.8603553993616482,0.7539370078740157,0.830393487109905,0.42269794830971047
0,8,0.773616955672477,0.8633776091081594,0.9531382625438418,0.8,0.7868852459016393,0.5988603978316496,0.7532573047869302,0.7925649350649351,0.83187256534294,0.7145669291338582,0.7512864493996568,0.4226321935516065
0,7,0.7593261696250402,0.8538899430740038,0.9484537165229674,0.7076923076923077,0.7466666666666666,0.4620708286627728,0.7918294637138165,0.8285068238714367,0.865184184029057,0.7539370078740157,0.8153618906942393,0.47791696992942256
0,6,0.7942760126033704,0.8776091081593927,0.960942203715415,0.7692307692307693,0.782608695652174,0.554857968328895,0.7459450953524812,0.7859134615384618,0.8258818277244423,0.7204724409448819,0.7795031055900621,0.40969039998397244
0,5,0.6848683110059879,0.7922201138519925,0.8995719166979972,0.6615384615384615,0.7317073170731707,0.42536030120013235,0.7450940794095281,0.7861830742659759,0.8272720691224237,0.7362204724409449,0.8112676056338028,0.42000626379443967
0,4,0.7416721958084584,0.8387096774193549,0.9357471590302513,0.6461538461538462,0.7088607594936709,0.3579914866697742,0.7756611934090383,0.813944805194805,0.8522284169805718,0.7440944881889764,0.8121387283236994,0.45193256205490484
0,3,0.7006954034710133,0.8078747628083492,0.9150541221456852,0.7076923076923077,0.7323943661971831,0.43832092944742085,0.7434844349548168,0.783585438829787,0.8236864427047573,0.7007874015748031,0.7906336088154269,0.3180709996281551
0,2,0.7663070357101935,0.8576850094876661,0.9490629832651387,0.6615384615384615,0.7179487179487178,0.38441571912818895,0.7480745942806372,0.7875374053863757,0.8270002164921143,0.7066929133858267,0.7766116941529234,0.3796199560547367
0,1,0.8237573903285602,0.8975332068311196,0.971309023333679,0.7692307692307693,0.7540983606557377,0.5370732139283841,0.7266414417315256,0.7668891899391187,0.8071369381467118,0.6791338582677166,0.7260504201680672,0.3428455015687941
0,0,0.8364064233614451,0.9089184060721064,0.9814303887827677,0.8,0.821917808219178,0.6421938426301017,0.6988782451110901,0.7427505947405646,0.7866229443700391,0.7145669291338582,0.7864506627393225,0.3929654325886142
