,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.6731730659048376,0.7827324478178367,0.8922918297308358,0.6615384615384615,0.7317073170731707,0.42536030120013235,0.7934125587221801,0.8331760511691306,0.8729395436160812,0.7595907928388747,0.7473118279569892,0.5180834129552448
0,8,0.7505421574288265,0.8434535104364328,0.9363648634440391,0.676923076923077,0.7341772151898733,0.4280801813490975,0.7592306795599169,0.8019817552689525,0.8447328309779882,0.7212276214833759,0.7386091127098322,0.44074779317593943
0,7,0.7485489475915011,0.8434535104364328,0.9383580732813644,0.6461538461538462,0.7228915662650601,0.40042671736190333,0.7880531484538257,0.8284406070120356,0.8688280655702455,0.7416879795396419,0.7566265060240964,0.48659836737037426
0,6,0.727441989412461,0.8254269449715369,0.9234119005306128,0.6615384615384615,0.7317073170731707,0.42536030120013235,0.7585015827163076,0.801462110889844,0.8444226390633803,0.7237851662404092,0.7326732673267327,0.4469969088553739
0,5,0.7051999926597292,0.808349146110057,0.9114982995603849,0.6923076923076923,0.7222222222222222,0.41143020141010167,0.7592882828016327,0.8026584331990161,0.8460285835963994,0.7161125319693095,0.7101827676240209,0.43312230793037887
0,4,0.7004813742450139,0.8045540796963947,0.9086267851477755,0.676923076923077,0.72,0.39620546931391265,0.7579785255235179,0.8012558869701727,0.8445332484168275,0.731457800511509,0.7244094488188976,0.46372378822583615
0,3,0.6972225805425631,0.8017077798861479,0.9061929792297327,0.6615384615384615,0.7105263157894737,0.36962466218021844,0.7318463411797489,0.7785863874345551,0.8253264336893613,0.7493606138107417,0.7512690355329948,0.4990447415260101
0,2,0.6693126447929888,0.7808349146110057,0.8923571844290227,0.6461538461538462,0.7160493827160493,0.37678522983845175,0.7208161047636202,0.7668066124376804,0.8127971201117407,0.6854219948849105,0.6702412868632708,0.3695886811337743
0,1,0.764805889186322,0.8538899430740038,0.9429739969616856,0.6923076923076923,0.7368421052631579,0.43636244840720234,0.7781480875877155,0.8193332286596537,0.860518369731592,0.7416879795396419,0.7403598971722366,0.4834497751504712
0,0,0.700580092228415,0.8045540796963947,0.9085280671643744,0.6461538461538462,0.7088607594936709,0.3579914866697742,0.7511232844520588,0.7955461349243733,0.8399689853966879,0.7237851662404092,0.7096774193548386,0.4481264693652816
