,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.6641251864703184,0.7751423149905122,0.8861594435107061,0.6615384615384615,0.6944444444444445,0.3476045138405155,0.757081980499894,0.7956484641638226,0.8342149478277513,0.6836935166994106,0.686159844054581,0.3960662506859326
0,8,0.6948030517498406,0.799810246679317,0.9048174416087934,0.7076923076923077,0.7246376811594202,0.4298466409757644,0.746864098090163,0.786810520102315,0.826756942114467,0.6699410609037328,0.6865671641791045,0.38759917105089337
0,7,0.69008336274353,0.7969639468690702,0.9038445309946105,0.7076923076923077,0.7466666666666666,0.4620708286627728,0.7408341117658384,0.7810262918130939,0.8212184718603495,0.6994106090373281,0.7253141831238779,0.41835642988270827
0,6,0.7009104715554073,0.8045540796963947,0.9081976878373821,0.6923076923076923,0.7297297297297297,0.42261662488680585,0.7850089486419012,0.8218419312169313,0.8586749137919614,0.7229862475442044,0.758974358974359,0.4509148776521582
0,5,0.7359482774618681,0.833965844402277,0.9319834113426858,0.676923076923077,0.7042253521126761,0.37500790630501557,0.7596840639636685,0.7980617279969038,0.8364393920301391,0.7013752455795678,0.7132075471698114,0.4410889074033815
0,4,0.6250742258981914,0.74573055028463,0.8663868746710686,0.6307692307692307,0.6571428571428573,0.27664750015532125,0.7572779304032302,0.7957245410075598,0.8341711516118895,0.6994106090373281,0.7096774193548386,0.42276982031624527
0,3,0.6629875239110197,0.7741935483870966,0.8853995728631736,0.6461538461538462,0.7012987012987013,0.3427834742316161,0.7545918299304701,0.7941015486654434,0.8336112674004166,0.6915520628683693,0.7097966728280961,0.40822975066329986
0,2,0.6819131909082098,0.791271347248577,0.9006295035889441,0.7384615384615385,0.7605633802816901,0.501633952589826,0.7513861670385158,0.7910358242827039,0.830685481526892,0.7033398821218074,0.7289048473967683,0.4234780564620124
0,1,0.7367227958980747,0.832068311195446,0.9274138264928173,0.7076923076923077,0.7466666666666666,0.4620708286627728,0.7624526289911338,0.801063584576377,0.8396745401616204,0.7072691552062869,0.7381370826010545,0.4316615680583707
0,0,0.6281039431091384,0.74573055028463,0.8633571574601215,0.676923076923077,0.7123287671232876,0.38452347367357936,0.7461120716076396,0.7859557616149909,0.8257994516223423,0.6994106090373281,0.7253141831238779,0.4101269416044796
